url,imdb_id,prediction,openingBox
https://youtu.be/k_BybDB_phY,tt0090756,209378.61418302672,789409
https://youtu.be/ELeMaP8EPAA,tt7131622,6717906.718843788,41082018
https://youtu.be/cd-go0oBF4Y,tt0118715,16401485.509532705,5533844
https://youtu.be/pyWuHv2-Abk,tt5700672,204706.70860921254,284776
https://youtu.be/foGraEVNI0s,tt1374989,11534669.776264727,5324240
https://youtu.be/4lj185DaZ_o,tt0097165,499711.78586609045,340456
https://youtu.be/3xxdYfUvi9g,tt0095159,506626.1651643646,115418
https://youtu.be/mLs1y_KSTKk,tt0094332,10583783.880171366,9454238
https://youtu.be/D6gABQFR94U,tt0091042,17603647.974498324,6275647
https://youtu.be/qvsgGtivCgs,tt0088763,32022770.37971098,11152500
https://youtu.be/4NT4C1F_HZE,tt0087928,8245342.641173112,8570007
https://youtu.be/vEaXAsbvHV4,tt0086465,4927893.514079952,7348200
https://youtu.be/vOIYaRb6XpQ,tt0084726,14898417.22324334,14347221
https://youtu.be/2HCR4c1zPyk,tt0080455,701839.4399284024,4858152
https://youtu.be/lSA7mAHolAw,tt0434409,23300358.09782319,25642340
https://youtu.be/aWemepbqFPI,tt0107206,9440220.616028337,15269388
https://youtu.be/hNCmb-4oXJA,tt6857112,16837852.223221693,71117625
https://youtu.be/EeQKCa9ez90,tt0865556,11989673.02784856,21401121
https://youtu.be/DIM1-q-uNow,tt0113326,407050.36284737685,9858380
https://youtu.be/I16020r--oM,tt0985694,7675748.436128024,11416164
https://youtu.be/7aYmBrXyISA,tt0086960,7436006.592997593,15214805
https://youtu.be/wglmbroElU0,tt0409459,47510784.93098648,55214334
https://youtu.be/HlAECQzTkfY,tt0119396,9803821.046643557,9292248
https://youtu.be/8m9EVP8X7N8,tt1156398,20338200.89633899,24733155
https://youtu.be/io8Jw9BRRFY,tt0100168,1463716.2850440503,4387360
https://youtu.be/2iBFmKlO4BY,tt0103074,6362079.088219324,6101297
https://youtu.be/pumf6m7d14w,tt0102526,2078366.743387208,7039622
https://youtu.be/zzwPuJklv4w,tt0104692,161853.59517880742,7751971
https://youtu.be/gG22XNhtnoY,tt0108052,440499.3629835358,656636
https://youtu.be/g-HeV8Z6iXc,tt0109831,1511721.7734930078,138486
https://youtu.be/yNLaTtpovys,tt0113161,10202554.759219076,12700007
https://youtu.be/rCCaTPY-z4Q,tt0116695,13502776.797256935,17084296
https://youtu.be/IOmm1OD2ArQ,tt0120490,82335.04909681418,66920
https://youtu.be/qFee7ad2Zgo,tt0120376,100798.57773817373,217
https://youtu.be/JUEEOxIUOL8,tt0119196,37125.40121341745,118278
https://youtu.be/NJP7JzpfO88,tt0161023,70568.96404017354,-1
https://youtu.be/i6zhRf6uQyA,tt0216772,64655.16433022824,576820
https://youtu.be/BPQQe2fFM3Q,tt0180052,8069520.9774919,2182900
https://youtu.be/r5X-hFf6Bwo,tt0167260,34526929.38831782,72629713
https://youtu.be/lAxgztbYDbs,tt0304141,56921055.88874777,93687367
https://youtu.be/KIk5rfA5uWE,tt0371257,7336095.827126285,2188199
https://youtu.be/Q5hA3PN0uic,tt0460792,150344.50279810413,410804
https://youtu.be/g7ArZ7VD-QQ,tt0758758,474282.3257819176,212440
https://youtu.be/61-GFxjTyV0,tt1125849,290387.9212797701,202714
https://youtu.be/AIzbwV7on6Q,tt1010048,114218.25019346953,360018
https://youtu.be/Fi9AVKqHzHU,tt1116184,9630714.78542816,50353641
https://youtu.be/6kw1UVovByw,tt1074638,73257262.96182893,88364714
https://youtu.be/C_Tsj_wTJkQ,tt1951265,77306637.80866966,121897634
https://youtu.be/RFinNxS5KN4,tt0369610,67041423.74540739,208806270
https://youtu.be/KqRdVOQ98k8,tt2582500,2223468.279486348,3613567
https://youtu.be/Vu4UPet8Nyc,tt4209788,7890424.901906931,2349967
https://youtu.be/7Pa_Weidt08,tt5117670,18246598.393593006,25010928
https://youtu.be/pFc6I0rgmgY,tt4209788,2933118.639007929,2349967
https://youtu.be/JAHKQPBKSZ8,tt4154916,12455817.00314124,2375325
https://youtu.be/H6MLJG0RdDE,tt8364368,2920073.230820456,12005210
